Suburb/Town,Postcode,Clinic,Clinic Phone Number,Referral Contact,HHS
Thursday Island,4875,Thursday Island CYMHS, 4069 0695,TCHHS-MHATODS-TI@health.qld.gov.au,Torres & Cape
Tieri,4709,Emerald CYMHS,49839 750,Fax referral:  49839744,Central Queensland
Tin Can Bay,4580,Gympie CYMHS,5489 8777,Fax referral:  54898779,Sunshine Coast
Tinana,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Tinana South,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Tinaroo,4872,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Tingalpa,4173,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Tingoora,4608,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Tirroan,4671,Bundaberg (Wide Bay North) CYMHS,4150 2600,WBMHSS-RURAL@health.qld.gov.au,Wide Bay
Tivoli,4305,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Tolga,4883,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Toll,4820,Charters Towers,4787 0342,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Toobanna,4850,Ingham CYMHS,4720 3035,TSV-MH-ICMH@health.qld.gov.au,Townsville
Toobeah ,4498,Goondiwindi CYMHS,45782411,sd_cymhs@health.qld.gov.au,Darling Downs
Toogoolawah,4313,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Toogoom,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Toolakea,4818,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Toolooa,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Toombul,4012,Nundah CYMHS,3146 2300,CHQ-CYMHS-Nundah@health.qld.gov.au,Children's Health
Toompine,4480,Charleville CYMHS,4621 2200,SWHHS-Mental_Health_Services_Charleville@health.qld.gov.au,South West
Toomulla,4816,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Toonpan,4816,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Toorbul,4510,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Toorbul Point,4510,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Toowong,4066,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Toowoomba,4350,Toowoomba CYMHS,4616 6843,Toowoomba_CYMHS@health.qld.gov.au ,Darling Downs
Topaz,4885,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Torbanlea,4662,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Torquay,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Torwood,4066,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Towers Hill ,4820,Charters Towers,4787 0342,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Town Common,4810,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Townson,4341,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Townsville,4810,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Trebonne,4850,Ingham CYMHS,4720 3035,TSV-MH-ICMH@health.qld.gov.au,Townsville
Tregony,4370,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Trinder Park,4114,Logan Central CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Tuan,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Tuan Forest,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Tuchekoi,4570,Gympie CYMHS,5489 8777,Fax referral:  54898779,Sunshine Coast
Tuckerang,4411,Dalby CYMHS,4669 0501,wdmh@health.qld.gov.au,Darling Downs
Tugun,4224,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Tugun,4224,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Tugun Heights,4224,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Tully,4854,Tully CYMHS, 4068 4111,CAMHS@health.qld.gov.au,Cairns & Hinterland
Tully Heads,4854,Tully CYMHS, 4068 4111,CAMHS@health.qld.gov.au,Cairns & Hinterland
Tumoulin,4888,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Tungamull,4702,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Tyalgum,2484,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Ubobo ,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Ugar (Stephen Island),4875,Thursday Island CYMHS, 4069 0695,TCHHS-MHATODS-TI@health.qld.gov.au,Torres & Cape
Ulogie,4702,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Umagico,4876,NPA (Northern Peninsula Area) CYMHS,4090 4270,TCHHS-MHATODS-NPA@health.qld.gov.au,Torres & Cape
Underwood,4119,Logan Central CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Undullah,4285,Browns Plains/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Upper Brookfield,4069,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Upper Coomera,4209,Gold Coast Central (Southport) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Upper Flagstone,4344,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Upper Haughton,4809,Burdekin CYMHS (Ayr),4783 0890,bcmh@health.qld.gov.au,Townsville
Upper Kandanga,4570,Gympie CYMHS,5489 8777,Fax referral:  54898779,Sunshine Coast
Upper Kedron,4069,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Upper Lockyer,4352,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Upper Mt Gravatt,4122,Mt Gravatt CYMHS,3087 2260,CHQ-CYMHS-MtGravatt@health.qld.gov.au,Children's Health
Upper Pilton,4361,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Upper Tenthill,4343,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Urangan,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Urraween,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Valentine Plains,4715,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Valkyrie,4742,Moranbah CYMHS, 4941 4680,moranbah_mentalhealth@health.qld.gov.au,Mackay & Whitsundays
Valley Of Lagoons,4850,Charters Towers,4787 0342,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Varsity Lakes,4226,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Varsity Lakes,4227,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Vasa Views,4860,Innisfail CYMHS,40161327,CAMHS@health.qld.gov.au,Cairns & Hinterland
Ventnor,4630,Gayndah (Wide Bay Rural) CYMHS,4192 1149,WBMHSS-RURAL@health.qld.gov.au,Wide Bay
Veradilla,4347,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Veresdale,4285,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Vergemont,4730,Longreach CYMHS,4652 7951,cw.mhaods.referral@health.qld.gov.au,Central West
Vernor,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Victoria Plantation,4850,Ingham CYMHS,4720 3035,TSV-MH-ICMH@health.qld.gov.au,Townsville
Victoria Point,4165,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Villenvue,4515,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Vinegar Hill,4343,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Virginia,4014,Nundah CYMHS,3146 2300,CHQ-CYMHS-Nundah@health.qld.gov.au,Children's Health
Wacol,4076,Inala CYMHS,2891 4200,CHQ-CYMHS-Inala@health.qld.gov.au,Children's Health
Wairuna,4872,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Wakerley,4154,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Walkamin,4872,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Walkers Point,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Walkerston,4751,Mackay CYMHS,4968 3893,mackay-cymhs@health.qld.gov.au,Mackay & Whitsundays
Walkervale,4670,Bundaberg (Wide Bay North) CYMHS,4150 2600,WBMHSS-Bundaberg@health.qld.gov.au,Wide Bay
Wallaces Creek,4310,Goodna CYMHS,3817 2555,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wallangarra,4383,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Wallaville,4671,Bundaberg (Wide Bay North) CYMHS,4150 2600,WBMHSS-RURAL@health.qld.gov.au,Wide Bay
Walliebum,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Walligan,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Walloon,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wallumbilla,4428,Roma CYMHS, 46242 719,Referral_Roma@health.qld.gov.au,South West
Walter Hill,4854,Tully CYMHS, 4068 4111,CAMHS@health.qld.gov.au,Cairns & Hinterland
Walterhall,4714,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Wamuran,4512,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Wandal,4700,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Wandoan ,4419,Chinchilla CYMHS,4662 8873,Dalby (Incl Chinchilla) Fax referral:  46690794,Darling Downs
Wangan,4871,Innisfail CYMHS,40161327,CAMHS@health.qld.gov.au,Cairns & Hinterland
Wangaratta,4806,Burdekin CYMHS (Ayr),4783 0890,bcmh@health.qld.gov.au,Townsville
Wanora,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Warner,4500,Pine Rivers CYMHS,3817 6380,CHQ-CYMHS-PineRivers@health.qld.gov.au,Children's Health
Warnoah,4718,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Warra,4411,Dalby CYMHS,4669 0501,wdmh@health.qld.gov.au,Darling Downs
Warraber / Warraber Island,4875,Thursday Island CYMHS, 4069 0695,TCHHS-MHATODS-TI@health.qld.gov.au,Torres & Cape
Warrill View,4307,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Warwick,4370,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Washpool,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Waterford,4133,Logan Central CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Waterford West,4133,Logan Central CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Watsonville,4856,Mareeba (Tablelands CYMHS) CYMHS,4092 9171,Fax Referral:  40929170,Cairns & Hinterland
Wattle Camp,4615,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wattlebank,4704,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Wavell Heights,4012,Nundah CYMHS,3146 2300,CHQ-CYMHS-Nundah@health.qld.gov.au,Children's Health
Webb,4860,Innisfail CYMHS,40161327,CAMHS@health.qld.gov.au,Cairns & Hinterland
Weerriba,4703,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Weipa CYMHS,4874,Weipa CYMHS, 4082 3616,TCHHS-MHATODS-WPA@health.qld.gov.au,Torres & Cape
Wellers Hill,4121,Mt Gravatt CYMHS,3087 2260,CHQ-CYMHS-MtGravatt@health.qld.gov.au,Children's Health
Wellington Point,4160,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Welsby,4507,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Weranga,4405,Dalby CYMHS,4669 0501,wdmh@health.qld.gov.au,Darling Downs
West Burleigh,4219,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
West End,4101,Yeronga CYMHS,3848 8011,CHQ-CYMHS-Yeronga@health.qld.gov.au,Children's Health
West End,4101,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
West Gladstone,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
West Haldon,4359,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
West Ipswich,4305,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
West Mackay,4740,Mackay CYMHS,4968 3893,mackay-cymhs@health.qld.gov.au,Mackay & Whitsundays
West Plane Creek ,4737,Mackay CYMHS,4968 3893,mackay-cymhs@health.qld.gov.au,Mackay & Whitsundays
West Rockhampton,4700,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
West Stowe,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Westlake,4074,Inala CYMHS,2891 4200,CHQ-CYMHS-Inala@health.qld.gov.au,Children's Health
Westmar,4422,Dalby CYMHS,4669 0501,wdmh@health.qld.gov.au,Darling Downs
Westwood,4702,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Westwood,4702,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Wetheron,4625,Gayndah (Wide Bay Rural) CYMHS,4192 1149,WBMHSS-RURAL@health.qld.gov.au,Wide Bay
Wheatlands,4606,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wheatvale,4370,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
White Mountain,4352,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
White Patch,4507,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
White Rock,4301,Goodna CYMHS,3817 2555,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Whites Hill,4152,Mt Gravatt CYMHS,3087 2260,CHQ-CYMHS-MtGravatt@health.qld.gov.au,Children's Health
Whiteside,4503,Pine Rivers CYMHS,3817 6380,CHQ-CYMHS-PineRivers@health.qld.gov.au,Children's Health
Wight’s Mountain,4520,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Willawong,4110,Inala CYMHS,2891 4200,CHQ-CYMHS-Inala@health.qld.gov.au,Children's Health
Willow Vale,4209,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Willow Vale,4209,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Willow Vale,4209,Gold Coast Central (Southport) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Willowbank,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Willows,4702,Emerald CYMHS,49839 750,Fax referral:  49839744,Central Queensland
Wilson Beach,4800,Greater Whitsundays CYMHS (Proserpine),4813 9540,GWMHandATODS@health.qld.gov.au,Mackay & Whitsundays
Wilsons Plains,4307,Goodna CYMHS,3817 2555,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wilston,4051,North West CYMHS,3335 8888,CHQ-CYMHS-NorthWest@health.qld.gov.au,Children's Health
Winchester,4721,Moranbah CYMHS, 4941 4680,moranbah_mentalhealth@health.qld.gov.au,Mackay & Whitsundays
Windaroo,4207,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Windera,4605,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Windermere,4670,Bundaberg (Wide Bay North) CYMHS,4150 2600,WBMHSS-Bundaberg@health.qld.gov.au,Wide Bay
Windsor,4030,Nundah CYMHS,3146 2300,CHQ-CYMHS-Nundah@health.qld.gov.au,Children's Health
Winton,4735,Longreach CYMHS,4652 7951,cw.mhaods.referral@health.qld.gov.au,Central West
Winwill,4347,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wishart,4122,Mt Gravatt CYMHS,3087 2260,CHQ-CYMHS-MtGravatt@health.qld.gov.au,Children's Health
Withcott,4352,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wivenhoe Hill,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wivenhoe Pocket,4306,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wiyarra,4370,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Wolfedene,4207,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Womina,4370,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Wondai,4606,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wondai,4606,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wondecla,4887,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Wondunna,4655,Hervey Bay (Wide Bay South) CYMHS,4128 5400,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Wongabel,4883,Atherton (Tablelands CYMHS) ,4091 0213,Fax Referral:  40910209,Cairns & Hinterland
Wongaling Beach,4852,Tully CYMHS, 4068 4111,CAMHS@health.qld.gov.au,Cairns & Hinterland
Wongawallen,4210,Gold Coast Central (Southport) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Wonglepong,4275,Browns Plains/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Woocoo,4620,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
Woodbine,4343,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Woodbury,4703,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Woodend,4305,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wooderson,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Woodford,4514,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Woodgate,4660,Bundaberg (Wide Bay North) CYMHS,4150 2600,WBMHSS-Bundaberg@health.qld.gov.au,Wide Bay
Woodhill,4285,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Woodlands   ,4343,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Woodlands Rise,4343,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Woodridge,4114,Logan Central CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Woodstock,4816,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Woodwark,4802,Greater Whitsundays CYMHS (Proserpine),4813 9540,GWMHandATODS@health.qld.gov.au,Mackay & Whitsundays
Woody Point,4019,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Woolein,4702,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Woolloongabba,4102,Yeronga CYMHS,3848 8011,CHQ-CYMHS-Yeronga@health.qld.gov.au,Children's Health
Woolmar,4515,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Woolooman,4310,Goodna CYMHS,3817 2555,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wooloowin,4030,Nundah CYMHS,3146 2300,CHQ-CYMHS-Nundah@health.qld.gov.au,Children's Health
Woolshed,4340,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Woongoolba,4207,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Woopen Creek,4871,Cairns CYMHS,4226 2700,cairnscymhsintake@health.qld.gov.au,Cairns & Hinterland
Woorim,4507,Caboolture/Redcliffe CYMHS,5316 3100,RCCYMHS_GROUPS@health.qld.gov.au ,Metro North
Wooroolin,4608,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wooroonden,4605,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Wooroonooran,4860,Innisfail CYMHS,40161327,CAMHS@health.qld.gov.au,Cairns & Hinterland
Worongary,4213,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Worongary,4213,Gold Coast Southern (Robina) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Wowan,4702,Banana CYMHS (Biloela),49927045,cqmhsintakebanana@health.qld.gov.au,Central Queensland
Wujal Wujal,4895,Cooktown CYMHS, 4043 0190,TCHHS-MHATODS-CTN@health.qld.gov.au,Cairns & Hinterland
Wulgulu,4811,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Wulkuraka,4305,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wunjunga,4806,Burdekin CYMHS (Ayr),4783 0890,bcmh@health.qld.gov.au,Townsville
Wurdong Heights,4680,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Wuruma Dam,4627,Gayndah (Wide Bay Rural) CYMHS,4192 1149,WBMHSS-RURAL@health.qld.gov.au,Wide Bay
Wyandra,4489,Charleville CYMHS,4621 2200,SWHHS-Mental_Health_Services_Charleville@health.qld.gov.au,South West
Wyaralong,4310,Goodna CYMHS,3817 2555,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Wyaralong,4310,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Wyberba,4380,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Wycarbah,4702,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Wychie,4413,Chinchilla CYMHS,4662 8873,Dalby (Incl Chinchilla) Fax referral:  46690794,Darling Downs
Wycombe,4455,Roma CYMHS, 46242 719,Referral_Roma@health.qld.gov.au,South West
Wynnum,4178,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Wynnum West,4178,Bayside CYMHS,3825 6005,BaysideCYMHS_intake@health.qld.gov.au,Metro South
Yaamba,4704,Rockhampton CYMHS, 4920 5700,CQMHSCYMHSRockhampton@health.qld.gov.au ,Central Queensland
Yabulu,4818,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Yabulu Beach,4818,Townsville CYMHS, 4433 9004,TSV-Kirwan-CYMHS-Intake-Officer@health.qld.gov.au,Townsville
Yamanto,4305,Ipswich CYMHS,3817 2360,WM_MHSS_CYMHS@health.qld.gov.au,West Moreton
Yangan,4371,Warwick CYMHS,4660 3901,sd_cymhs@health.qld.gov.au,Darling Downs
Yarrabah,4871,Cairns CYMHS,4226 2700,cairnscymhsintake@health.qld.gov.au,Cairns & Hinterland
Yarrabilba,4207,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Yarraman,4614,Kingaroy CYMHS,41629254,SBMHAODS@health.qld.gov.au,Darling Downs
Yarwun,4694,Gladstone CYMHS,4976 3244,Fax referral:  49763377,Central Queensland
Yatala,4207,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Yatala,4207,Gold Coast Central (Southport) CYMHS,56356392,Gold Coast Access Team Fax: 56356450,Gold Coast
Yawalpah,4209,Beenleigh/Beaudesert CYMHS,3089 4100,LCYMHS_Admin@health.qld.gov.au,Metro South
Yelarbon ,4388,Goondiwindi CYMHS,45782411,sd_cymhs@health.qld.gov.au,Darling Downs
Yengarie,4650,Maryborough (Wide Bay South) CYMHS,4122 8777,WBMHSSHerveyBay@health.qld.gov.au,Wide Bay
